Material,Descripción de Mater,Descripción Larga,Ubicación,Stock Total,UMB,Stock Almacén,Centro,Almacén,Valor Total,Valoración,Precio Variable,Stock Especial,Categoria,Stock de seguridad,Valor Stock
1000008691,"SOLERA, 4"" X 1/4"", CS, A-36, ROL. CAL.","BARRA SOLERA, 4"" WD X 1/4"" THK, CS, ROLADO EN CALIENTE, ACERO ASTM A-36, COMPAÑIA SIDERURGICA DE GUADALAJARA SOL.25X4; ACEROS HER",ALM ACEROS,"1,048.76",KG,605.758,EE60,1007,"31,156.12",AVG-COST,36.23,K,ACEROS,370.44,"21,946.61"
1000008704,"SOLERA, 4"" X 1/4"", CS, A-36, ROL. CAL.","BARRA SOLERA, 4"" WD X 1/4"" THK, CS, ROLADO EN CALIENTE, ACERO ASTM A-36, COMPAÑIA SIDERURGICA DE GUADALAJARA SOL.25X4; ACEROS HER",ALM ACEROS,"1,048.76",KG,0,EE60,1007,"31,156.12",AVG-COST,41.9,K,ACEROS,370.44,0
1000008716,"SOLERA, 4"" X 1/4"", CS, A-36, ROL. CAL.","BARRA SOLERA, 4"" WD X 1/4"" THK, CS, ROLADO EN CALIENTE, ACERO ASTM A-36, COMPAÑIA SIDERURGICA DE GUADALAJARA SOL.25X4; ACEROS HER",ALM ACEROS,"1,048.76",KG,0,EE60,1007,"31,156.12",AVG-COST,51.15,,ACEROS,370.44,0
1000008723,"SOLERA, 4"" X 1/4"", CS, A-36, ROL. CAL.","BARRA SOLERA, 4"" WD X 1/4"" THK, CS, ROLADO EN CALIENTE, ACERO ASTM A-36, COMPAÑIA SIDERURGICA DE GUADALAJARA SOL.25X4; ACEROS HER",ALM ACEROS,"1,048.76",KG,263,EE60,1005,"31,156.12",RECOVERED,0.01,,ACEROS,370.44,2.63
1000008761,"SOLERA, 4"" X 1/4"", CS, A-36, ROL. CAL.","BARRA SOLERA, 4"" WD X 1/4"" THK, CS, ROLADO EN CALIENTE, ACERO ASTM A-36, COMPAÑIA SIDERURGICA DE GUADALAJARA SOL.25X4; ACEROS HER",ALM ACEROS,"1,048.76",KG,180,EE60,1000,"31,156.12",AVG-COST,51.15,,ACEROS,370.44,"9,206.88"
1000008780,"BOQUILLA ASP., 3/8HHSJ-3166082, SPRAYING","BOQUILLA ASPERSION, SPRAYING SYSTEMS 3/8HHSJ-3166082",1 13 06 A2,4,EA,4,EE60,1000,"6,997.87",AVG-COST,"1,749.47",,REPUESTOS MECANICOS,0,"6,997.87"
1000008828,"MOTOR AC, 0.75 KW, 3790 RPM, 440 V, 145T","MOTOR ELECTRICO AC, 0.75 KW, 2 POLOS, ABB M911-41823, 3790 RPM, 440/2202 V, 1.6 A, ARMAZON 145T, TRIFASICO, JAULA DE ARDILLA, 60",1 16 02 C1,1,EA,1,EE60,1005,0,RECOVERED,0,,MAQUINARIA Y EQUIPO,0,0
1000008845,"ANGULO, 4"" X 6.10 M X 1/4"", CS A-36","ANGULO PERFIL, 4"" X 6.10 M, X 1/4"", CS, ASTM A-36",1 51 03 G1,"1,626.28",KG,0,EE60,1000,"66,901.44",AVG-COST,86.6,,ACEROS,"2,695.50",0
1000008866,"ANGULO, 4"" X 6.10 M X 1/4"", CS A-36","ANGULO PERFIL, 4"" X 6.10 M, X 1/4"", CS, ASTM A-36",2 51 02 F1,"1,626.28",KG,0,EE60,1005,"66,901.44",RECOVERED,0,,ACEROS,"2,695.50",0
1000008871,"ANGULO, 4"" X 6.10 M X 1/4"", CS A-36","ANGULO PERFIL, 4"" X 6.10 M, X 1/4"", CS, ASTM A-36",1 51 03 G1,"1,626.28",KG,190.1,EE60,1007,"66,901.44",AVG-COST,86.6,,ACEROS,"2,695.50","16,462.66"
1000008872,"ANGULO, 4"" X 6.10 M X 1/4"", CS A-36","ANGULO PERFIL, 4"" X 6.10 M, X 1/4"", CS, ASTM A-36",1 51 03 G1,"1,626.28",KG,0,EE60,1007,"66,901.44",AVG-COST,40.57,K,ACEROS,"2,695.50",0
1000008919,"ANGULO, 4"" X 6.10 M X 1/4"", CS A-36","ANGULO PERFIL, 4"" X 6.10 M, X 1/4"", CS, ASTM A-36",1 51 03 G1,"1,626.28",KG,"1,436.18",EE60,1007,"66,901.44",AVG-COST,35.12,K,ACEROS,"2,695.50","50,438.78"
1000008927,"SOLERA, 2"" X 1/8"", CS, A-36, ROL. CAL.","BARRA SOLERA, 2"" WD X 1/8"" THK, CS, ROLADO EN CALIENTE, ACERO ASTM A-36",50102C05,318.024,KG,1,EE60,1005,"11,485.78",RECOVERED,0,,ACEROS,38.75,0
1000008939,"SOLERA, 2"" X 1/8"", CS, A-36, ROL. CAL.","BARRA SOLERA, 2"" WD X 1/8"" THK, CS, ROLADO EN CALIENTE, ACERO ASTM A-36",50102C05,318.024,KG,0,EE60,1007,"11,485.78",AVG-COST,41.9,K,ACEROS,38.75,0
1000008956,"SOLERA, 2"" X 1/8"", CS, A-36, ROL. CAL.","BARRA SOLERA, 2"" WD X 1/8"" THK, CS, ROLADO EN CALIENTE, ACERO ASTM A-36",50102C05,318.024,KG,317.024,EE60,1007,"11,485.78",AVG-COST,36.23,K,ACEROS,38.75,"11,485.78"
1000008987,"MORDAZA, BEUMER 309028","MORDAZA, BEUMER 309028",P 06 02 C1,2,EA,2,EE60,1000,"156,069.85",AVG-COST,"78,034.93",,HERRAMIENTAS Y FERRETERIA,0,"156,069.85"
1000008996,"SOLERA, 4"" X 1/2"", CS, A-36, ROL. CAL.","BARRA SOLERA, 4"" WD X 1/2"" THK, CS, ROLADO EN CALIENTE, ACERO ASTM A-36",50102F03,527.654,KG,0,EE60,1007,"19,116.90",AVG-COST,41.9,K,ACEROS,370.8,0
1000009044,"SOLERA, 4"" X 1/2"", CS, A-36, ROL. CAL.","BARRA SOLERA, 4"" WD X 1/2"" THK, CS, ROLADO EN CALIENTE, ACERO ASTM A-36",50102F03,527.654,KG,527.654,EE60,1007,"19,116.90",AVG-COST,36.23,K,ACEROS,370.8,"19,116.90"
1000009108,"COPLE, 111090000, CMD, SERIES 500","ACOPLAMIENTO EJE, MMD GROUP 111090000, MARCA SERIES 500",1 38 03 B2,1,EA,1,EE60,1000,"77,909.56",AVG-COST,"77,909.56",,REPUESTOS MECANICOS,0,"77,909.56"
1000009126,"TORNILLO, M20 X 65, 2.5 MM, CIL. HEX. IN","TORNILLO, M20 OD x 65 MM LG, 2.5 MM, CABEZA CILINDRICA CON HEX INTERIOR, TIPO MAQUINA, GR 12.9, ACERO ALEADO, SIN TUERCA, DIN 912",2 08 13 H2,0,EA,0,EE60,1007,0,AVG-COST,45.94,K,HERRAMIENTAS Y FERRETERIA,0,0
1000009131,"TORNILLO, M20 X 65, 2.5 MM, CIL. HEX. IN","TORNILLO, M20 OD x 65 MM LG, 2.5 MM, CABEZA CILINDRICA CON HEX INTERIOR, TIPO MAQUINA, GR 12.9, ACERO ALEADO, SIN TUERCA, DIN 912",2 08 13 H2,0,EA,0,EE60,1007,0,AVG-COST,43.83,K,HERRAMIENTAS Y FERRETERIA,0,0
1000009132,"BARRA RED., 1/2"" X 6.10 M, SS 316","BARRA METALICA, REDONDA, 1/2"" OD X 6.10 M LG, SS 316",Falta ubicación,0,KG,0,EE60,1000,0,AVG-COST,19.85,,ACEROS,0,0
1000009214,"RETEN, 306493, FLENDER, 180 X 210 X 15","SELLO RETEN, FLENDER 306493, 180 MM ID X 210 MM OD X 15 MM HT, PERBUNAN, CON RESORTE LABIO DOBLE, DIN 3760",1 09 11 E3,3,EA,2,EE60,1000,"5,598.00",AVG-COST,"2,799.00",,REPUESTOS MECANICOS,0,"5,598.00"
1000009215,"RETEN, 306493, FLENDER, 180 X 210 X 15","SELLO RETEN, FLENDER 306493, 180 MM ID X 210 MM OD X 15 MM HT, PERBUNAN, CON RESORTE LABIO DOBLE, DIN 3760",1 09 11 E3,3,EA,1,EE60,1005,"5,598.00",RECOVERED,0.01,,REPUESTOS MECANICOS,0,0
1000009269,"RETEN, TSNA 513 GA, SKF, 60 MM, V","ZDEL SELLO RETEN, SKF TSNA 513 GA, 60 MM ID X OD X HT, V""",1 09 10 C2,3,EA,3,EE60,1000,858.04,AVG-COST,286.01,,REPUESTOS MECANICOS,0,858.04
1000009273,"RETEN,35 ID X 72 OD X10 HT MM,NBR","SELLO RETEN,35 ID X 72 OD X 10MM HT,NBR,RESORTE CARGADO DOBLE LABIO",1 10 11 F2,2,EA,2,EE60,1000,224,AVG-COST,112,,REPUESTOS MECANICOS,0,224
1000009284,"POLEA DEN., 8M-36S 21, GATES, 701054D, V","POLEA DENTADA, GATES 8M-36S 21, PASO 8 MM, DIENTES 36, BUJE 1610-25, MATERIAL CS, VENTOMATIC 701054D",1 09 09 F4,4,EA,4,EE60,1005,0,RECOVERED,0.01,,REPUESTOS MECANICOS,0,0
1000009293,"POLEA DEN., 8M-36S 21, GATES, 701054D, V","POLEA DENTADA, GATES 8M-36S 21, PASO 8 MM, DIENTES 36, BUJE 1610-25, MATERIAL CS, VENTOMATIC 701054D",1 09 09 F4,4,EA,0,EE60,1007,0,AVG-COST,"1,691.04",,REPUESTOS MECANICOS,0,0
1000009379,"POLEA DEN., 8M-36S 21, GATES, 701054D, V","POLEA DENTADA, GATES 8M-36S 21, PASO 8 MM, DIENTES 36, BUJE 1610-25, MATERIAL CS, VENTOMATIC 701054D",1 09 09 F4,4,EA,0,EE60,1007,0,AVG-COST,"1,609.92",K,REPUESTOS MECANICOS,0,0
1000009448," ROD IND,60X260MM,CARGA,20X294X17MM EC","RODILLO INDIVIDUAL BANDA,60X260MM,CARGA,20X294X17MM EC,CS, SELLADO,820425D,VENTOMATIC",1 19 01 C3,2,EA,2,EE60,1000,"6,900.00",AVG-COST,"3,450.00",,REPUESTOS MECANICOS,0,"6,900.00"
1000009490," ROD IND,6X34"",RETORNO,1X35.5X3/4"" EC","RODILLO INDIVIDUAL BANDA,6X34"",RETORNO,1X35.5X3/4"" EC,CS,SELLADO,D",P 03 04 D1,1,EA,0,EE60,1000,0,AVG-COST,"2,177.86",,REPUESTOS MECANICOS,6,0
1000009503," ROD IND,6X34"",RETORNO,1X35.5X3/4"" EC","RODILLO INDIVIDUAL BANDA,6X34"",RETORNO,1X35.5X3/4"" EC,CS,SELLADO,D",1 PT 4 C03,1,EA,1,EE60,1005,0,RECOVERED,0,,REPUESTOS MECANICOS,6,0
1000009524,"ENS RODS,42"",RET AUTOAL,D,DIA 6"",SELLADO","RODILLO ENSAMBLE BANDA,42"",RETORNO AUTOALINEABLE,D,DIAMETRO 6"",SELLADO",P 03 04 A1,3,EA,3,EE60,1000,"18,311.52",AVG-COST,"6,103.84",,REPUESTOS MECANICOS,0,"18,311.52"
1000009546,"RETEN, 306489, FLENDER, 140 X 170 X 15","ZDEL SELLO RETEN, FLENDER 306489, 140 MM ID X 170 MM OD X 15 MM HT""",1 10 11 H3,1,EA,1,EE60,1005,0,RECOVERED,0.01,,REPUESTOS MECANICOS,0,0
1000009581,"ANILLO RET., 59656/TPC, MICOMMSA","ANILLO RETENCION, MICOMMSA 59656/TPC",1 22 03 A1,5,EA,4,EE60,1000,"347,600.00",AVG-COST,"86,900.00",,REPUESTOS MECANICOS,0,"347,600.00"
1000009603,"ANILLO RET., 59656/TPC, MICOMMSA","ANILLO RETENCION, MICOMMSA 59656/TPC",1 22 03 A1,5,EA,1,EE60,1005,"347,600.00",RECOVERED,0.01,,REPUESTOS MECANICOS,0,0
1000009641,"TORNILLO, M16 X 70, 2 MM, CIL. HEX. INT.","TORNILLO, M16 OD x 70 MM LG, 2 MM, CABEZA CILINDRICA CON HEX INTERIOR, TIPO MAQUINA, GR 12.9 ACERO ALEADO, SIN TUERCA, DIN 912",1 17 13 C1,50,EA,50,EE60,1000,843,AVG-COST,16.86,,HERRAMIENTAS Y FERRETERIA,0,843
1000009805,"RETEN,48 ID X 62 OD X8 HT MM,NBR","SELLO RETEN,48 ID X 62 OD X 8MM HT,NBR,RESORTE DOBLE LABIO",1 09 10 B2,1,EA,1,EE60,1005,0.01,RECOVERED,0.01,,REPUESTOS MECANICOS,0,0.01
1000009811,"ANGULO, 1"" X 6.10 M, CS A-36","ANGULO PERFIL, DIMENSIONES 1/4"" X 1"" X 1"" X 6.10 M LG, MATERIAL CS, NORMA ASTM A-36",50102B06,1.024,KG,1.024,EE60,1007,26.67,AVG-COST,26.04,,ACEROS,0,26.67
1000009824,"ANGULO, 1"" X 6.10 M, CS A-36","ANGULO PERFIL, DIMENSIONES 1/4"" X 1"" X 1"" X 6.10 M LG, MATERIAL CS, NORMA ASTM A-36",50102B06,1.024,KG,0,EE60,1007,26.67,AVG-COST,40.57,K,ACEROS,0,0
1000009844,"ANGULO, 1"" X 6.10 M, CS A-36","ANGULO PERFIL, DIMENSIONES 1/4"" X 1"" X 1"" X 6.10 M LG, MATERIAL CS, NORMA ASTM A-36",50102B06,1.024,KG,0,EE60,1007,26.67,AVG-COST,18.18,K,ACEROS,0,0
1000009845,"CONTACTOR, CR305C002, G.E., 1, 115-120 V","CONTACTOR MAGNETICO, GENERAL ELECTRIC CR305C002, BOBINA 115-120 VAC, TAMAÑO NEMA 1, LINEA 600 VAC",1 11 14 E1,8,EA,8,EE60,1000,"45,819.35",AVG-COST,"5,727.42",,REPUESTOS ELECTRICOS Y ELECTRO,0,"45,819.35"
1000009860,"VALVULA SOL., WG 3-2, HAWE, 3 V, 98 VDC","VALVULA SOLENOIDE, HAWE HYDRAULICS CATALOGO WG 3-2, 3 V, 98 VDC",1 14 01 B4,0,EA,0,EE60,1005,0,RECOVERED,0,,REPUESTOS MECANICOS,0,0
1000009872,"VALVULA SOL., WGZ 3-2, HAWE, 3 VIAS, 98","VALVULA SOLENOIDE, HAWE HYDRAULICS CATALOGO WGZ 3-2, 3, 98 VDC",1 14 01 B3,1,EA,1,EE60,1000,"28,564.20",AVG-COST,"28,564.20",,REPUESTOS MECANICOS,0,"28,564.20"
1000009897," SOP PISO S/ROD,SNL 3156 ATURA,SKF,TSD31","SOPORTE PISO SIN RODAMIENTO,SNL 3156 ATURA,SKF,TSD3156U",1 25 03 B2,1,EA,1,EE60,1000,"63,026.34",AVG-COST,"63,026.34",,REPUESTOS MECANICOS,0,"63,026.34"
1000009902,"ELEM. COPLE, 5F, 0763021, FALK, REJILLA","ELEMENTO FLEXIBLE ACOPLAMIENTO, FALK 0763021, 5F, TIPO REJILLA",2 06 05 A2,2,EA,2,EE60,1007,"1,590.28",AVG-COST,795.14,K,REPUESTOS MECANICOS,0,"1,590.28"
1000009907,"RODAMIENTO, 6201 2Z, SKF","RODAMIENTO,6201-2Z SKF, TIPO BOLAS",1 05 01 B1,17,EA,4,EE60,1005,534.63,RECOVERED,0,,REPUESTOS MECANICOS,0,0
1000009936,"RODAMIENTO, 6201 2Z, SKF","RODAMIENTO,6201-2Z SKF, TIPO BOLAS",1 05 01 B1,17,EA,13,EE60,1007,534.63,AVG-COST,41.13,K,REPUESTOS MECANICOS,0,534.63
1000010089,"RODAMIENTO, 6211 2Z, SKF","RODAMIENTO,6211-2Z SKF, TIPO BOLAS",1 05 01 E2,4,EA,4,EE60,1007,"1,085.84",AVG-COST,271.46,K,REPUESTOS MECANICOS,3,"1,085.84"
1000010096,"RODAMIENTO, 6222 2Z, SKF","RODAMIENTO,6222-2Z SKF, TIPO BOLAS",1 09 03 A2,1,EA,1,EE60,1000,"3,962.26",AVG-COST,"3,962.26",,REPUESTOS MECANICOS,0,"3,962.26"
1000010097,"RODAMIENTO, 6307 2RS1, SKF, 6307 2RSR","RODAMIENTO, BOLAS, FAG 6307.2RSR, SKF 6307-2RS1",1 09 06 B3,0,EA,0,EE60,1007,0,AVG-COST,194.86,K,REPUESTOS MECANICOS,0,0
1000010109,"RODAMIENTO, 6309 2Z, SKF","RODAMIENTO,6309-2Z SKF, TIPO BOLAS",1 05 01 H1,2,EA,0,EE60,1000,614.93,AVG-COST,577.36,,REPUESTOS MECANICOS,1,0
1000010130,"RODAMIENTO, 6309 2Z, SKF","RODAMIENTO,6309-2Z SKF, TIPO BOLAS",1 05 01 H1,2,EA,0,EE60,1000,614.93,AVG-COST,307.47,K,REPUESTOS MECANICOS,1,0
1000010136,"RODAMIENTO, 6309 2Z, SKF","RODAMIENTO,6309-2Z SKF, TIPO BOLAS",1 05 01 H1,2,EA,2,EE60,1007,614.93,AVG-COST,307.47,K,REPUESTOS MECANICOS,1,614.93
1000010139,"RODAMIENTO, 6320 C3, SKF","ZDEL RODAMIENTO, BOLAS, TOLERANCIA C3, SKF 6320""",1 15 13 D4,3,EA,0,EE60,1000,"8,699.25",AVG-COST,"2,630.34",,REPUESTOS MECANICOS,0,0
1000010143,"RODAMIENTO, 6320 C3, SKF","ZDEL RODAMIENTO, BOLAS, TOLERANCIA C3, SKF 6320""",2 10 10 D2,3,EA,3,EE60,1007,"8,699.25",AVG-COST,"2,899.75",K,REPUESTOS MECANICOS,0,"8,699.25"
1000010158,"RODAMIENTO, 6405, SKF, 6405, FAG","RODAMIENTO, BOLAS, FAG 6405, SKF 6405",1 09 05 B3,2,EA,2,EE60,1000,"2,029.79",AVG-COST,"1,014.90",,REPUESTOS MECANICOS,0,"2,029.79"
1000010182," BANDA V,A,1676MM","BANDA TRANSMISION,A,1676MM",1 06 11 A1,5,EA,5,EE60,1007,547.2,AVG-COST,109.44,K,REPUESTOS MECANICOS,0,547.2
1000010286,"BANDA V,A,1702MM","BANDA TRANSMISION,A,1702MM",2 46 01B18,0,EA,0,EE60,1007,0,AVG-COST,111.36,K,REPUESTOS MECANICOS,0,0
1000010287,"RODAMIENTO, 23024 CCW33, SKF, 23024 EAS","RODAMIENTO, DE RODILLOS, FAG 23024EAS.M, SKF 23024 CC/W33",1 15 05 A1,1,EA,1,EE60,1005,0,RECOVERED,0.01,,REPUESTOS MECANICOS,0,0
1000010299,"RODAMIENTO, 22311 EC3, SKF","RODAMIENTO, DE RODILLOS, TOLERANCIA C3, SKF 22311 E",1 10 10 E3,0,EA,0,EE60,1000,0,AVG-COST,"2,565.40",,REPUESTOS MECANICOS,0,0
1000010354," BANDA V,B,1956MM","BANDA TRANSMISION,B,1956MM",1 46 01B21,0,EA,0,EE60,1000,0,AVG-COST,146.4,,REPUESTOS MECANICOS,0,0
1000010384," BANDA V,B,1245MM","BANDA TRANSMISION,B,1245MM",2 46 01B11,0,EA,0,EE60,1007,0,AVG-COST,132.48,,REPUESTOS MECANICOS,0,0
1000010387," BANDA V,B,1245MM","BANDA TRANSMISION,B,1245MM",2 46 01B11,0,EA,0,EE60,1007,0,AVG-COST,128.16,K,REPUESTOS MECANICOS,0,0
1000010388,"ANCLA EXP,5/8"",3"",CS","ANCLAJE DE EXPANSION,5/8"",3"",CS",1 18 01 E2,108,EA,108,EE60,1000,"2,944.08",AVG-COST,27.26,,REPUESTOS MECANICOS,0,"2,944.08"
1000010391,"CANDADO, ANSI 40-1, SENC., CHAV., REXNOR","CANDADO CADENA, ANSI 40-1, HILERA SENCILLO, TIPO CHAVETEADA, REXNORD",1 06 01 D5,102,EA,0,EE60,1005,"1,476.27",RECOVERED,0,,REPUESTOS MECANICOS,25,0
1000010411,"CANDADO, ANSI 40-1, SENC., CHAV., REXNOR","CANDADO CADENA, ANSI 40-1, HILERA SENCILLO, TIPO CHAVETEADA, REXNORD",1 06 01 D5,102,EA,102,EE60,1007,"1,476.27",AVG-COST,14.47,K,REPUESTOS MECANICOS,25,"1,476.27"
1000010446,"SEMIACOPLAMIENTO, E 80, REXNORD 7300710,","SEMIACOPLAMIENTO, TAMAÑO E 80, REXNORD 7300710, OMEGA, DIAMETRO PILOTO",1 34 01 D3,1,EA,1,EE60,1005,0,RECOVERED,0,,REPUESTOS MECANICOS,0,0
1000010518,"GRASERA, 5505, LINCOLN, 1/8"", NPTF, RECT","GRASERA, TIPO CABEZA BOTON, FORMA RECTA, CONEXION 1/8"", ROSCA NPTF, LINCOLN ELECTRIC 5505, H 200 RI",1 07 07 E1,3,EA,2,EE60,1005,35.03,RECOVERED,0,,HERRAMIENTAS Y FERRETERIA,0,0
1000010521,"GRASERA, 5505, LINCOLN, 1/8"", NPTF, RECT","GRASERA, TIPO CABEZA BOTON, FORMA RECTA, CONEXION 1/8"", ROSCA NPTF, LINCOLN ELECTRIC 5505, H 200 RI",1 07 07 E1,3,EA,1,EE60,1007,35.03,AVG-COST,35.03,,HERRAMIENTAS Y FERRETERIA,0,35.03
1000010627,"POLEA TRANS,5,5V,PLT IDX9.0""OD,TB,","POLEA TRANSMISION,5,5V,PLT IDX9.0""OD,TB,",1 09 05 B1,0,EA,0,EE60,1007,0,AVG-COST,"2,369.89",,REPUESTOS MECANICOS,0,0
1000010681,"POLEA TRANS,5,5V,PLT IDX9.0""OD,TB,","POLEA TRANSMISION,5,5V,PLT IDX9.0""OD,TB,",1 09 05 B1,0,EA,0,EE60,1007,0,AVG-COST,"2,495.91",K,REPUESTOS MECANICOS,0,0
1000010706,"ABRAZ. CABLE, 1010097, CROSBY, 3/8""","ABRAZADERA CABLE METALICO, 3/8"", ACERO FORJADO GALVANIZADO, CROSBY 1010097, G-450",1 07 07 F1,42,EA,4,EE60,1005,"5,399.20",RECOVERED,0,,REPUESTOS ELECTRICOS Y ELECTRO,22,0
1000010709,"ABRAZ. CABLE, 1010097, CROSBY, 3/8""","ABRAZADERA CABLE METALICO, 3/8"", ACERO FORJADO GALVANIZADO, CROSBY 1010097, G-450",1 07 07 F1,42,EA,38,EE60,1007,"5,399.20",AVG-COST,142.08,K,REPUESTOS ELECTRICOS Y ELECTRO,22,"5,399.20"
1000010747,"RUEDA DEN, 50B16, MARTIN, B, 5/8"",CS","ZDEL RUEDA DENTADA, MARTIN 50B16, TIPO DE MASA B, PASO 5/8"""", DIENTES 16 DIENTES, HILERA SENCILLO, MATERIAL CS, 3.520"""" (CATARINA",1 09 08 A2,4,EA,4,EE60,1000,"1,063.20",AVG-COST,265.8,,REPUESTOS MECANICOS,0,"1,063.20"
1000011125,"TUERCA FIJ., KM 24, SKF","TUERCA FIJACION, SKF KM 24",1 09 03 D3,2,EA,1,EE60,1000,"1,281.70",AVG-COST,640.85,,REPUESTOS MECANICOS,0,640.85
1000011646,"TUERCA FIJ., KM 24, SKF","TUERCA FIJACION, SKF KM 24",1 09 07 B2,2,EA,0,EE60,1005,"1,281.70",RECOVERED,0.01,,REPUESTOS MECANICOS,0,0
1000011844,"TUERCA FIJ., KM 24, SKF","TUERCA FIJACION, SKF KM 24",1 09 03 D3,2,EA,1,EE60,1007,"1,281.70",AVG-COST,640.85,,REPUESTOS MECANICOS,0,640.85
1000011921,"CODO CONDUIT, 90°, 3"" NPT, CS GALV.","CODO CONDUIT, 90 DEG, DIAMETRO 3"" NPT, ACERO GALVANIZADO",1 20 02 C5,6,EA,6,EE60,1005,0,RECOVERED,0.01,,REPUESTOS ELECTRICOS Y ELECTRO,0,0
1000011925,"ADHESIVO, 5000, RESISTOL, 250 ML","ADHESIVO SELLADOR, 250 ML, RESISTOL 5000",2 48 01 C3,37,EA,37,EE60,1007,"1,670.92",AVG-COST,45.16,K,HERRAMIENTAS Y FERRETERIA,2,"1,670.92"
1000011974,"CONEXION CONDUIT, MT114, ANCLO, 1-1/4""","ZDEL CONEXION/ADAPTADOR CONDUIT, 1-1/4"""", TIPO MONITOR, ACERO GALVANIZADO, ANCLO MT114, ANCLO MT114""",1 12 02 B1,0,EA,0,EE60,1000,0,AVG-COST,9.28,,REPUESTOS MECANICOS,0,0
1000011980,"RODAMIENTO, 6212 2Z, SKF","RODAMIENTO,6212-2Z SKF, TIPO BOLAS",1 05 01 F1,3,EA,1,EE60,1007,"1,011.36",AVG-COST,337.12,K,REPUESTOS MECANICOS,2,337.12
1000011997,"RODAMIENTO, 6212 2Z, SKF","RODAMIENTO,6212-2Z SKF, TIPO BOLAS",1 05 01 F1,3,EA,2,EE60,1000,"1,011.36",AVG-COST,337.12,K,REPUESTOS MECANICOS,2,674.24
1000012037," BANDA V,C,3730MM","BANDA TRANSMISION,C,3730MM",2 46 01B36,0,EA,0,EE60,1007,0,AVG-COST,429.12,,REPUESTOS MECANICOS,0,0
1000012039," BANDA V,C,3730MM","BANDA TRANSMISION,C,3730MM",2 46 01B36,0,EA,0,EE60,1007,0,AVG-COST,525.6,K,REPUESTOS MECANICOS,0,0
1000012070,"SOPORTE PISO,SKF,SNL 510-608,FAG,SNV090-","SOPORTE PISO, SIN RODAMIENTO, SKF, SNL 510-608, FAB.PAIS FAG PARTE SNV090-L",1 05 06 F2,2,EA,0,EE60,1000,"1,517.21",AVG-COST,993.59,,REPUESTOS MECANICOS,0,0
1000012074,"SOPORTE PISO,SKF,SNL 510-608,FAG,SNV090-","SOPORTE PISO, SIN RODAMIENTO, SKF, SNL 510-608, FAB.PAIS FAG PARTE SNV090-L",1 05 06 F2,2,EA,2,EE60,1007,"1,517.21",AVG-COST,758.61,K,REPUESTOS MECANICOS,0,"1,517.21"
1000012086,"LAINA, CAL.0.015"", LATON, 6""","LAINA METALICA, LATON, CALIBRE 0.015"", 6""",1 14 11 B1,1.5,KG,1.5,EE60,1000,"2,331.36",AVG-COST,"1,554.24",,REPUESTOS MECANICOS,0,"2,331.36"
1000012092,"RODAMIENTO, 6200 2RS1, SKF, 6200 2RSR, S","RODAMIENTO, BOLAS, FAG 6200.2RSR, SKF 6200-2RS1",1 10 08 B2,28,EA,28,EE60,1005,0,RECOVERED,0.01,,REPUESTOS MECANICOS,0,0
1000012141," BANDA V,B,2134MM","BANDA TRANSMISION,B,2134MM",2 46 01B25,2,EA,2,EE60,1007,385.92,AVG-COST,192.96,K,REPUESTOS MECANICOS,0,385.92
1000012149,"TORNILLO, 3/4"" X 3"", 10 UNC, HEX., GR 5","TORNILLO, 3/4"" OD x 3"" LG, 10 UNC, CABEZA HEXAGONAL, TIPO MAQUINA, GR 5, ACERO ASTM A449, CON TUERCA",1 08 09 E1,261,EA,101,EE60,1000,"5,524.92",AVG-COST,22.13,,HERRAMIENTAS Y FERRETERIA,269,"2,235.32"
1000012178,"TORNILLO, 3/4"" X 3"", 10 UNC, HEX., GR 5","TORNILLO, 3/4"" OD x 3"" LG, 10 UNC, CABEZA HEXAGONAL, TIPO MAQUINA, GR 5, ACERO ASTM A449, CON TUERCA",2 08 09 E1,261,EA,0,EE60,1007,"5,524.92",AVG-COST,26.08,K,HERRAMIENTAS Y FERRETERIA,269,0
1000012179,"TORNILLO, 3/4"" X 3"", 10 UNC, HEX., GR 5","TORNILLO, 3/4"" OD x 3"" LG, 10 UNC, CABEZA HEXAGONAL, TIPO MAQUINA, GR 5, ACERO ASTM A449, CON TUERCA",2 08 09 E1,261,EA,160,EE60,1007,"5,524.92",AVG-COST,20.56,K,HERRAMIENTAS Y FERRETERIA,269,"3,289.60"
1000012181,"RODAMIENTO, 6205 2Z, SKF, 6205 2ZR, FAG","RODAMIENTO, BOLAS, FAG 6205.2ZR, SKF 6205-2Z",1 05 01 C1,0,EA,0,EE60,1007,0,AVG-COST,67.95,K,REPUESTOS MECANICOS,0,0
1000012214,"RODAMIENTO, 6208 2Z, SKF, 6208 2ZR, FAG","RODAMIENTO, BOLAS, FAG 6208.2ZR, SKF 6208-2Z",1 05 01 D3,6,EA,6,EE60,1007,952.05,AVG-COST,158.68,K,REPUESTOS MECANICOS,4,952.05
1000012219,"RODAMIENTO, 7328 BECBM, SKF, 7328 BMPUA","RODAMIENTO, BOLAS, FAG 7328B.MP.UA, SKF 7328 BECBM",1 05 04 F1,5,EA,0,EE60,1000,"131,571.65",AVG-COST,"25,367.74",,REPUESTOS MECANICOS,4,0
